Provincias;Sexo;Periodo;Total
24 Leon;Total;2019;460.001
24 Leon;Total;2018;463.746
24 Leon;Total;2017;468.316
24 Leon;Total;2016;473.604
24 Leon;Total;2015;479.395
24 Leon;Total;2014;484.694
24 Leon;Total;2013;489.752
24 Leon;Total;2012;494.451
24 Leon;Total;2011;497.799
24 Leon;Total;2010;499.284
24 Leon;Total;2009;500.169
24 Leon;Total;2008;500.200
24 Leon;Total;2007;497.387
24 Leon;Total;2006;498.223
24 Leon;Total;2005;495.902
24 Leon;Total;2004;492.720
24 Leon;Total;2003;495.998
24 Leon;Total;2002;496.655
24 Leon;Total;2001;499.517
24 Leon;Total;2000;502.155
24 Leon;Total;1999;506.511
24 Leon;Total;1998;506.365
24 Leon;Total;1997;""
24 Leon;Total;1996;517.191
24 Leon;Hombres;2021;219.532
24 Leon;Hombres;2020;221.904
24 Leon;Hombres;2019;223.744
24 Leon;Hombres;2018;225.646
24 Leon;Hombres;2017;228.059
24 Leon;Hombres;2016;230.727
24 Leon;Hombres;2015;233.664
24 Leon;Hombres;2014;236.537
24 Leon;Hombres;2013;239.179
24 Leon;Hombres;2012;241.749
24 Leon;Hombres;2011;243.316
24 Leon;Hombres;2010;244.199
24 Leon;Hombres;2009;244.716
24 Leon;Hombres;2008;244.786
24 Leon;Hombres;2007;242.939
24 Leon;Hombres;2006;243.051
24 Leon;Hombres;2005;241.756
24 Leon;Hombres;2004;240.342
24 Leon;Hombres;2003;242.106
24 Leon;Hombres;2002;242.409
24 Leon;Hombres;2001;243.846
24 Leon;Hombres;2000;245.282
24 Leon;Hombres;1999;247.677
24 Leon;Hombres;1998;247.569
24 Leon;Hombres;1997;""
24 Leon;Hombres;1996;253.256
24 Leon;Mujeres;2021;232.174
24 Leon;Mujeres;2020;234.535
24 Leon;Mujeres;2019;236.257
24 Leon;Mujeres;2018;238.100
24 Leon;Mujeres;2017;240.257
24 Leon;Mujeres;2016;242.877
24 Leon;Mujeres;2015;245.731
24 Leon;Mujeres;2014;248.157
24 Leon;Mujeres;2013;250.573
24 Leon;Mujeres;2012;252.702
24 Leon;Mujeres;2011;254.483
24 Leon;Mujeres;2010;255.085
24 Leon;Mujeres;2009;255.453
24 Leon;Mujeres;2008;255.414
24 Leon;Mujeres;2007;254.448
24 Leon;Mujeres;2006;255.172
24 Leon;Mujeres;2005;254.146
24 Leon;Mujeres;2004;252.378
24 Leon;Mujeres;2003;253.892
24 Leon;Mujeres;2002;254.246
24 Leon;Mujeres;2001;255.671
24 Leon;Mujeres;2000;256.873
24 Leon;Mujeres;1999;258.834
24 Leon;Mujeres;1998;258.796
24 Leon;Mujeres;1997;""
24 Leon;Mujeres;1996;263.935
25 Lleida;Total;2021;439.727
25 Lleida;Total;2020;438.517
25 Lleida;Total;2019;434.930
25 Lleida;Total;2018;432.866
25 Lleida;Total;2017;432.384
25 Lleida;Total;2016;434.041
25 Lleida;Total;2015;436.029
25 Lleida;Total;2014;438.001
25 Lleida;Total;2013;440.915
25 Lleida;Total;2012;443.032
25 Lleida;Total;2011;442.308
25 Lleida;Total;2010;439.768
25 Lleida;Total;2009;436.402
25 Lleida;Total;2008;426.872
25 Lleida;Total;2007;414.015
25 Lleida;Total;2006;407.496
25 Lleida;Total;2005;399.439
25 Lleida;Total;2004;385.092
25 Lleida;Total;2003;377.639
25 Lleida;Total;2002;371.055
25 Lleida;Total;2001;365.023
25 Lleida;Total;2000;361.590
25 Lleida;Total;1999;359.361
25 Lleida;Total;1998;357.903
25 Lleida;Total;1997;""
25 Lleida;Total;1996;356.456
25 Lleida;Hombres;2021;224.156
25 Lleida;Hombres;2020;223.323
25 Lleida;Hombres;2019;220.878
25 Lleida;Hombres;2018;219.509
25 Lleida;Hombres;2017;219.059
25 Lleida;Hombres;2016;219.917
25 Lleida;Hombres;2015;220.719
25 Lleida;Hombres;2014;221.891
25 Lleida;Hombres;2013;223.779
25 Lleida;Hombres;2012;225.345
25 Lleida;Hombres;2011;225.388
25 Lleida;Hombres;2010;224.397
25 Lleida;Hombres;2009;223.095
25 Lleida;Hombres;2008;218.379
25 Lleida;Hombres;2007;211.268
25 Lleida;Hombres;2006;208.332
25 Lleida;Hombres;2005;203.618
25 Lleida;Hombres;2004;194.378
25 Lleida;Hombres;2003;189.998
25 Lleida;Hombres;2002;186.026
25 Lleida;Hombres;2001;182.362
25 Lleida;Hombres;2000;180.132
25 Lleida;Hombres;1999;179.089
25 Lleida;Hombres;1998;178.152
25 Lleida;Hombres;1997;""
25 Lleida;Hombres;1996;177.372
25 Lleida;Mujeres;2021;215.571
25 Lleida;Mujeres;2020;215.194
25 Lleida;Mujeres;2019;214.052
25 Lleida;Mujeres;2018;213.357
25 Lleida;Mujeres;2017;213.325
25 Lleida;Mujeres;2016;214.124
25 Lleida;Mujeres;2015;215.310
25 Lleida;Mujeres;2014;216.110
25 Lleida;Mujeres;2013;217.136
25 Lleida;Mujeres;2012;217.687
25 Lleida;Mujeres;2011;216.920
25 Lleida;Mujeres;2010;215.371
25 Lleida;Mujeres;2009;213.307
25 Lleida;Mujeres;2008;208.493
25 Lleida;Mujeres;2007;202.747
25 Lleida;Mujeres;2006;199.164
25 Lleida;Mujeres;2005;195.821
25 Lleida;Mujeres;2004;190.714
25 Lleida;Mujeres;2003;187.641
25 Lleida;Mujeres;2002;185.029
25 Lleida;Mujeres;2001;182.661
25 Lleida;Mujeres;2000;181.458
25 Lleida;Mujeres;1999;180.272
25 Lleida;Mujeres;1998;179.751
25 Lleida;Mujeres;1997;""
25 Lleida;Mujeres;1996;179.084
27 Lugo;Total;2021;326.013
27 Lugo;Total;2020;327.946
27 Lugo;Total;2019;329.587
27 Lugo;Total;2018;331.327
27 Lugo;Total;2017;333.634
27 Lugo;Total;2016;336.527
27 Lugo;Total;2015;339.386
27 Lugo;Total;2014;342.748
27 Lugo;Total;2013;346.005
27 Lugo;Total;2012;348.902
27 Lugo;Total;2011;351.530
27 Lugo;Total;2010;353.504
27 Lugo;Total;2009;355.195
27 Lugo;Total;2008;355.549
27 Lugo;Total;2007;355.176
27 Lugo;Total;2006;356.595
27 Lugo;Total;2005;357.625
27 Lugo;Total;2004;358.452
27 Lugo;Total;2003;360.512
27 Lugo;Total;2002;361.782
27 Lugo;Total;2001;364.125
27 Lugo;Total;2000;365.619
27 Lugo;Total;1999;366.934
27 Lugo;Total;1998;367.751
27 Lugo;Total;1997;""
27 Lugo;Total;1996;370.303
27 Lugo;Hombres;2021;157.892
27 Lugo;Hombres;2020;158.842
27 Lugo;Hombres;2019;159.686
27 Lugo;Hombres;2018;160.647
27 Lugo;Hombres;2017;161.775
27 Lugo;Hombres;2016;163.154
27 Lugo;Hombres;2015;164.605
27 Lugo;Hombres;2014;166.325
27 Lugo;Hombres;2013;168.013
27 Lugo;Hombres;2012;169.536
27 Lugo;Hombres;2011;170.854
27 Lugo;Hombres;2010;171.983
27 Lugo;Hombres;2009;172.943
27 Lugo;Hombres;2008;172.914
27 Lugo;Hombres;2007;172.422
27 Lugo;Hombres;2006;172.967
27 Lugo;Hombres;2005;173.399
27 Lugo;Hombres;2004;173.812
27 Lugo;Hombres;2003;174.906
27 Lugo;Hombres;2002;175.583
27 Lugo;Hombres;2001;176.856
27 Lugo;Hombres;2000;177.594
27 Lugo;Hombres;1999;178.537
27 Lugo;Hombres;1998;179.056
27 Lugo;Hombres;1997;""
27 Lugo;Hombres;1996;180.550
27 Lugo;Mujeres;2021;168.121
27 Lugo;Mujeres;2020;169.104
27 Lugo;Mujeres;2019;169.901
27 Lugo;Mujeres;2018;170.680
27 Lugo;Mujeres;2017;171.859
27 Lugo;Mujeres;2016;173.373
27 Lugo;Mujeres;2015;174.781
27 Lugo;Mujeres;2014;176.423
27 Lugo;Mujeres;2013;177.992
27 Lugo;Mujeres;2012;179.366
27 Lugo;Mujeres;2011;180.676
27 Lugo;Mujeres;2010;181.521
27 Lugo;Mujeres;2009;182.252
27 Lugo;Mujeres;2008;182.635
27 Lugo;Mujeres;2007;182.754
27 Lugo;Mujeres;2006;183.628
27 Lugo;Mujeres;2005;184.226
27 Lugo;Mujeres;2004;184.640
27 Lugo;Mujeres;2003;185.606
27 Lugo;Mujeres;2002;186.199
27 Lugo;Mujeres;2001;187.269
27 Lugo;Mujeres;2000;188.025
27 Lugo;Mujeres;1999;188.397
27 Lugo;Mujeres;1998;188.695
27 Lugo;Mujeres;1997;""
27 Lugo;Mujeres;1996;189.753
28 Madrid;Total;2021;6.751.251
28 Madrid;Total;2020;6.779.888
28 Madrid;Total;2019;6.663.394
28 Madrid;Total;2018;6.578.079
28 Madrid;Total;2017;6.507.184
28 Madrid;Total;2016;6.466.996
28 Madrid;Total;2015;6.436.996
28 Madrid;Total;2014;6.454.440
28 Madrid;Total;2013;6.495.551
28 Madrid;Total;2012;6.498.560
28 Madrid;Total;2011;6.489.680
28 Madrid;Total;2010;6.458.684
28 Madrid;Total;2009;6.386.932
28 Madrid;Total;2008;6.271.638
28 Madrid;Total;2007;6.081.689
28 Madrid;Total;2006;6.008.183
28 Madrid;Total;2005;5.964.143
28 Madrid;Total;2004;5.804.829
28 Madrid;Total;2003;5.718.942
28 Madrid;Total;2002;5.527.152
28 Madrid;Total;2001;5.372.433
28 Madrid;Total;2000;5.205.408
28 Madrid;Total;1999;5.145.325
28 Madrid;Total;1998;5.091.336
28 Madrid;Total;1997;""
28 Madrid;Total;1996;5.022.289
28 Madrid;Hombres;2021;3.229.700
28 Madrid;Hombres;2020;3.243.793
28 Madrid;Hombres;2019;3.187.312
28 Madrid;Hombres;2018;3.147.872
28 Madrid;Hombres;2017;3.115.522
28 Madrid;Hombres;2016;3.098.631
28 Madrid;Hombres;2015;3.087.022
28 Madrid;Hombres;2014;3.099.641
28 Madrid;Hombres;2013;3.123.724
28 Madrid;Hombres;2012;3.130.241
28 Madrid;Hombres;2011;3.132.844
28 Madrid;Hombres;2010;3.124.438
28 Madrid;Hombres;2009;3.094.874
28 Madrid;Hombres;2008;3.040.658
28 Madrid;Hombres;2007;2.943.778
28 Madrid;Hombres;2006;2.908.654
28 Madrid;Hombres;2005;2.887.718
28 Madrid;Hombres;2004;2.804.962
28 Madrid;Hombres;2003;2.760.877
28 Madrid;Hombres;2002;2.663.407
28 Madrid;Hombres;2001;2.584.779
28 Madrid;Hombres;2000;2.501.285
28 Madrid;Hombres;1999;2.472.098
28 Madrid;Hombres;1998;2.444.919
28 Madrid;Hombres;1997;""
28 Madrid;Hombres;1996;2.411.548
28 Madrid;Mujeres;2021;3.521.551
28 Madrid;Mujeres;2020;3.536.095
28 Madrid;Mujeres;2019;3.476.082
28 Madrid;Mujeres;2018;3.430.207
28 Madrid;Mujeres;2017;3.391.662
28 Madrid;Mujeres;2016;3.368.365
28 Madrid;Mujeres;2015;3.349.974
28 Madrid;Mujeres;2014;3.354.799
28 Madrid;Mujeres;2013;3.371.827
28 Madrid;Mujeres;2012;3.368.319
28 Madrid;Mujeres;2011;3.356.836
28 Madrid;Mujeres;2010;3.334.246
28 Madrid;Mujeres;2009;3.292.058
28 Madrid;Mujeres;2008;3.230.980
28 Madrid;Mujeres;2007;3.137.911
28 Madrid;Mujeres;2006;3.099.529
28 Madrid;Mujeres;2005;3.076.425
28 Madrid;Mujeres;2004;2.999.867
28 Madrid;Mujeres;2003;2.958.065
28 Madrid;Mujeres;2002;2.863.745
28 Madrid;Mujeres;2001;2.787.654
28 Madrid;Mujeres;2000;2.704.123
28 Madrid;Mujeres;1999;2.673.227
28 Madrid;Mujeres;1998;2.646.417
28 Madrid;Mujeres;1997;""
28 Madrid;Mujeres;1996;2.610.741
29 Malaga;Total;2021;1.695.651
29 Malaga;Total;2020;1.685.920
29 Malaga;Total;2019;1.661.785
29 Malaga;Total;2018;1.641.121
29 Malaga;Total;2017;1.630.615
29 Malaga;Total;2016;1.629.298
29 Malaga;Total;2015;1.628.973
29 Malaga;Total;2014;1.621.968
29 Malaga;Total;2013;1.652.999
29 Malaga;Total;2012;1.641.098
29 Malaga;Total;2011;1.625.827
29 Malaga;Total;2010;1.609.557
29 Malaga;Total;2009;1.593.068
29 Malaga;Total;2008;1.563.261
29 Malaga;Total;2007;1.517.523
29 Malaga;Total;2006;1.491.287
29 Malaga;Total;2005;1.453.409
29 Malaga;Total;2004;1.397.925
29 Malaga;Total;2003;1.374.890
29 Malaga;Total;2002;1.330.010
29 Malaga;Total;2001;1.302.240
29 Malaga;Total;2000;1.278.851
29 Malaga;Total;1999;1.258.084
29 Malaga;Total;1998;1.240.580
29 Malaga;Total;1997;""
29 Malaga;Total;1996;1.249.290
29 Malaga;Hombres;2021;829.976
29 Malaga;Hombres;2020;825.450
29 Malaga;Hombres;2019;814.349
29 Malaga;Hombres;2018;804.858
29 Malaga;Hombres;2017;800.551
29 Malaga;Hombres;2016;800.630
29 Malaga;Hombres;2015;800.767
29 Malaga;Hombres;2014;797.639
29 Malaga;Hombres;2013;813.878
29 Malaga;Hombres;2012;808.527
29 Malaga;Hombres;2011;801.126
29 Malaga;Hombres;2010;793.575
29 Malaga;Hombres;2009;786.393
29 Malaga;Hombres;2008;773.012
29 Malaga;Hombres;2007;750.682
29 Malaga;Hombres;2006;737.508
29 Malaga;Hombres;2005;717.572
29 Malaga;Hombres;2004;688.242
29 Malaga;Hombres;2003;675.800
29 Malaga;Hombres;2002;651.174
29 Malaga;Hombres;2001;636.274
29 Malaga;Hombres;2000;623.607
29 Malaga;Hombres;1999;612.914
29 Malaga;Hombres;1998;605.927
29 Malaga;Hombres;1997;""
29 Malaga;Hombres;1996;611.750
29 Malaga;Mujeres;2021;865.675
29 Malaga;Mujeres;2020;860.470
29 Malaga;Mujeres;2019;847.436
29 Malaga;Mujeres;2018;836.263
29 Malaga;Mujeres;2017;830.064
29 Malaga;Mujeres;2016;828.668
29 Malaga;Mujeres;2015;828.206
29 Malaga;Mujeres;2014;824.329
29 Malaga;Mujeres;2013;839.121
29 Malaga;Mujeres;2012;832.571
29 Malaga;Mujeres;2011;824.701
29 Malaga;Mujeres;2010;815.982
29 Malaga;Mujeres;2009;806.675
29 Malaga;Mujeres;2008;790.249
29 Malaga;Mujeres;2007;766.841
29 Malaga;Mujeres;2006;753.779
29 Malaga;Mujeres;2005;735.837
29 Malaga;Mujeres;2004;709.683
29 Malaga;Mujeres;2003;699.090
29 Malaga;Mujeres;2002;678.836
29 Malaga;Mujeres;2001;665.966
29 Malaga;Mujeres;2000;655.244
29 Malaga;Mujeres;1999;645.170
29 Malaga;Mujeres;1998;634.653
29 Malaga;Mujeres;1997;""
29 Malaga;Mujeres;1996;637.540
30 Murcia;Total;2021;1.518.486
30 Murcia;Total;2020;1.511.251
30 Murcia;Total;2019;1.493.898
30 Murcia;Total;2018;1.478.509
30 Murcia;Total;2017;1.470.273
30 Murcia;Total;2016;1.464.847
30 Murcia;Total;2015;1.467.288
30 Murcia;Total;2014;1.466.818
30 Murcia;Total;2013;1.472.049
30 Murcia;Total;2012;1.474.449
30 Murcia;Total;2011;1.470.069
30 Murcia;Total;2010;1.461.979
30 Murcia;Total;2009;1.446.520
30 Murcia;Total;2008;1.426.109
30 Murcia;Total;2007;1.392.117
30 Murcia;Total;2006;1.370.306
30 Murcia;Total;2005;1.335.792
30 Murcia;Total;2004;1.294.694
30 Murcia;Total;2003;1.269.230
30 Murcia;Total;2002;1.226.993
30 Murcia;Total;2001;1.190.378
30 Murcia;Total;2000;1.149.328
30 Murcia;Total;1999;1.131.128
30 Murcia;Total;1998;1.115.068
30 Murcia;Total;1997;""
30 Murcia;Total;1996;1.097.249
30 Murcia;Hombres;2021;760.362
30 Murcia;Hombres;2020;756.699
30 Murcia;Hombres;2019;747.615
30 Murcia;Hombres;2018;740.143
30 Murcia;Hombres;2017;736.238
30 Murcia;Hombres;2016;733.555
30 Murcia;Hombres;2015;735.434
30 Murcia;Hombres;2014;735.889
30 Murcia;Hombres;2013;739.842
30 Murcia;Hombres;2012;742.727
30 Murcia;Hombres;2011;741.581
30 Murcia;Hombres;2010;738.627
30 Murcia;Hombres;2009;731.609
30 Murcia;Hombres;2008;722.999
30 Murcia;Hombres;2007;706.326
30 Murcia;Hombres;2006;697.027
30 Murcia;Hombres;2005;677.049
30 Murcia;Hombres;2004;652.057
30 Murcia;Hombres;2003;639.795
30 Murcia;Hombres;2002;616.236
30 Murcia;Hombres;2001;595.757
30 Murcia;Hombres;2000;570.125
30 Murcia;Hombres;1999;559.888
30 Murcia;Hombres;1998;551.343
30 Murcia;Hombres;1997;""
30 Murcia;Hombres;1996;541.069
30 Murcia;Mujeres;2021;758.124
30 Murcia;Mujeres;2020;754.552
30 Murcia;Mujeres;2019;746.283
30 Murcia;Mujeres;2018;738.366
30 Murcia;Mujeres;2017;734.035
30 Murcia;Mujeres;2016;731.292
30 Murcia;Mujeres;2015;731.854
30 Murcia;Mujeres;2014;730.929
30 Murcia;Mujeres;2013;732.207
30 Murcia;Mujeres;2012;731.722
30 Murcia;Mujeres;2011;728.488
30 Murcia;Mujeres;2010;723.352
30 Murcia;Mujeres;2009;714.911
30 Murcia;Mujeres;2008;703.110
30 Murcia;Mujeres;2007;685.791
30 Murcia;Mujeres;2006;673.279
30 Murcia;Mujeres;2005;658.743
30 Murcia;Mujeres;2004;642.637
30 Murcia;Mujeres;2003;629.435
30 Murcia;Mujeres;2002;610.757
30 Murcia;Mujeres;2001;594.621
30 Murcia;Mujeres;2000;579.203
30 Murcia;Mujeres;1999;571.240
30 Murcia;Mujeres;1998;563.725
30 Murcia;Mujeres;1997;""
30 Murcia;Mujeres;1996;556.180
31 Navarra;Total;2021;661.537
31 Navarra;Total;2020;661.197
31 Navarra;Total;2019;654.214
31 Navarra;Total;2018;647.554
31 Navarra;Total;2017;643.234
31 Navarra;Total;2016;640.647
31 Navarra;Total;2015;640.476
31 Navarra;Total;2014;640.790
31 Navarra;Total;2013;644.477
31 Navarra;Total;2012;644.566
31 Navarra;Total;2011;642.051
31 Navarra;Total;2010;636.924
31 Navarra;Total;2009;630.578
31 Navarra;Total;2008;620.377
31 Navarra;Total;2007;605.876
31 Navarra;Total;2006;601.874
31 Navarra;Total;2005;593.472
31 Navarra;Total;2004;584.734
31 Navarra;Total;2003;578.210
31 Navarra;Total;2002;569.628
31 Navarra;Total;2001;556.263
31 Navarra;Total;2000;543.757
31 Navarra;Total;1999;538.009
31 Navarra;Total;1998;530.819
31 Navarra;Total;1997;""
31 Navarra;Total;1996;520.574
31 Navarra;Hombres;2021;327.465
31 Navarra;Hombres;2020;327.226
31 Navarra;Hombres;2019;323.631
31 Navarra;Hombres;2018;320.469
31 Navarra;Hombres;2017;318.671
31 Navarra;Hombres;2016;317.840
31 Navarra;Hombres;2015;317.885
31 Navarra;Hombres;2014;318.486
31 Navarra;Hombres;2013;320.933
31 Navarra;Hombres;2012;321.453
31 Navarra;Hombres;2011;320.656
31 Navarra;Hombres;2010;318.423
31 Navarra;Hombres;2009;315.486
31 Navarra;Hombres;2008;310.282
31 Navarra;Hombres;2007;302.330
31 Navarra;Hombres;2006;300.917
31 Navarra;Hombres;2005;296.587
31 Navarra;Hombres;2004;292.059
31 Navarra;Hombres;2003;288.991
31 Navarra;Hombres;2002;284.620
31 Navarra;Hombres;2001;277.118
31 Navarra;Hombres;2000;269.826
31 Navarra;Hombres;1999;266.711
31 Navarra;Hombres;1998;262.687
31 Navarra;Hombres;1997;""
31 Navarra;Hombres;1996;257.718
31 Navarra;Mujeres;2021;334.072
31 Navarra;Mujeres;2020;333.971
31 Navarra;Mujeres;2019;330.583
31 Navarra;Mujeres;2018;327.085
31 Navarra;Mujeres;2017;324.563
31 Navarra;Mujeres;2016;322.807
31 Navarra;Mujeres;2015;322.591
31 Navarra;Mujeres;2014;322.304
31 Navarra;Mujeres;2013;323.544
31 Navarra;Mujeres;2012;323.113
31 Navarra;Mujeres;2011;321.395
31 Navarra;Mujeres;2010;318.501
31 Navarra;Mujeres;2009;315.092
31 Navarra;Mujeres;2008;310.095
31 Navarra;Mujeres;2007;303.546
31 Navarra;Mujeres;2006;300.957
31 Navarra;Mujeres;2005;296.885
31 Navarra;Mujeres;2004;292.675
31 Navarra;Mujeres;2003;289.219
31 Navarra;Mujeres;2002;285.008
31 Navarra;Mujeres;2001;279.145
31 Navarra;Mujeres;2000;273.931
31 Navarra;Mujeres;1999;271.298
31 Navarra;Mujeres;1998;268.132
31 Navarra;Mujeres;1997;""
31 Navarra;Mujeres;1996;262.856
32 Ourense;Total;2021;305.223
32 Ourense;Total;2020;306.650
32 Ourense;Total;2019;307.651
32 Ourense;Total;2018;309.293
32 Ourense;Total;2017;311.680
32 Ourense;Total;2016;314.853
32 Ourense;Total;2015;318.391
32 Ourense;Total;2014;322.293
32 Ourense;Total;2013;326.724
32 Ourense;Total;2012;330.257
32 Ourense;Total;2011;333.257
32 Ourense;Total;2010;335.219
32 Ourense;Total;2009;335.642
32 Ourense;Total;2008;336.099
32 Ourense;Total;2007;336.926
32 Ourense;Total;2006;338.671
32 Ourense;Total;2005;339.555
32 Ourense;Total;2004;340.258
32 Ourense;Total;2003;342.213
32 Ourense;Total;2002;343.768
32 Ourense;Total;2001;344.623
32 Ourense;Total;2000;345.241
32 Ourense;Total;1999;345.620
32 Ourense;Total;1998;344.170
32 Ourense;Total;1997;""
32 Ourense;Total;1996;346.913
32 Ourense;Hombres;2021;146.495
32 Ourense;Hombres;2020;147.078
32 Ourense;Hombres;2019;147.522
32 Ourense;Hombres;2018;148.426
32 Ourense;Hombres;2017;149.689
32 Ourense;Hombres;2016;151.226
32 Ourense;Hombres;2015;153.043
32 Ourense;Hombres;2014;155.090
32 Ourense;Hombres;2013;157.425
32 Ourense;Hombres;2012;159.175
32 Ourense;Hombres;2011;160.570
32 Ourense;Hombres;2010;161.346
32 Ourense;Hombres;2009;161.454
32 Ourense;Hombres;2008;161.848
32 Ourense;Hombres;2007;162.026
32 Ourense;Hombres;2006;162.785
32 Ourense;Hombres;2005;163.012
32 Ourense;Hombres;2004;163.299
32 Ourense;Hombres;2003;164.171
32 Ourense;Hombres;2002;164.967
32 Ourense;Hombres;2001;165.295
32 Ourense;Hombres;2000;165.472
32 Ourense;Hombres;1999;165.844
32 Ourense;Hombres;1998;165.209
32 Ourense;Hombres;1997;""
32 Ourense;Hombres;1996;166.778
32 Ourense;Mujeres;2021;158.728
32 Ourense;Mujeres;2020;159.572
32 Ourense;Mujeres;2019;160.129
32 Ourense;Mujeres;2018;160.867
32 Ourense;Mujeres;2017;161.991
32 Ourense;Mujeres;2016;163.627
32 Ourense;Mujeres;2015;165.348
32 Ourense;Mujeres;2014;167.203
32 Ourense;Mujeres;2013;169.299
32 Ourense;Mujeres;2012;171.082
32 Ourense;Mujeres;2011;172.687
32 Ourense;Mujeres;2010;173.873
32 Ourense;Mujeres;2009;174.188
32 Ourense;Mujeres;2008;174.251
32 Ourense;Mujeres;2007;174.900
32 Ourense;Mujeres;2006;175.886
32 Ourense;Mujeres;2005;176.543
32 Ourense;Mujeres;2004;176.959
32 Ourense;Mujeres;2003;178.042
32 Ourense;Mujeres;2002;178.801
32 Ourense;Mujeres;2001;179.328
32 Ourense;Mujeres;2000;179.769
32 Ourense;Mujeres;1999;179.776
32 Ourense;Mujeres;1998;178.961
32 Ourense;Mujeres;1997;""
32 Ourense;Mujeres;1996;180.135
34 Palencia;Total;2021;159.123
34 Palencia;Total;2020;160.321
34 Palencia;Total;2019;160.980
34 Palencia;Total;2018;162.035
34 Palencia;Total;2017;163.390
34 Palencia;Total;2016;164.644
34 Palencia;Total;2015;166.035
34 Palencia;Total;2014;167.609
34 Palencia;Total;2013;168.955
34 Palencia;Total;2012;170.713
34 Palencia;Total;2011;171.668
34 Palencia;Total;2010;172.510
34 Palencia;Total;2009;173.306
34 Palencia;Total;2008;173.454
34 Palencia;Total;2007;173.281
34 Palencia;Total;2006;173.153
34 Palencia;Total;2005;173.471
34 Palencia;Total;2004;173.990
34 Palencia;Total;2003;175.047
34 Palencia;Total;2002;176.125
34 Palencia;Total;2001;177.345
34 Palencia;Total;2000;178.316
34 Palencia;Total;1999;179.465
34 Palencia;Total;1998;179.623
34 Palencia;Total;1997;""
34 Palencia;Total;1996;180.571
34 Palencia;Hombres;2021;78.841
34 Palencia;Hombres;2020;79.457
34 Palencia;Hombres;2019;79.808
34 Palencia;Hombres;2018;80.323
34 Palencia;Hombres;2017;80.943
34 Palencia;Hombres;2016;81.609
34 Palencia;Hombres;2015;82.232
34 Palencia;Hombres;2014;82.997
34 Palencia;Hombres;2013;83.696
34 Palencia;Hombres;2012;84.630
34 Palencia;Hombres;2011;85.118
34 Palencia;Hombres;2010;85.543
34 Palencia;Hombres;2009;85.950
34 Palencia;Hombres;2008;85.852
34 Palencia;Hombres;2007;85.505
34 Palencia;Hombres;2006;85.314
34 Palencia;Hombres;2005;85.568
34 Palencia;Hombres;2004;85.829
34 Palencia;Hombres;2003;86.439
34 Palencia;Hombres;2002;86.993
34 Palencia;Hombres;2001;87.524
34 Palencia;Hombres;2000;88.005
34 Palencia;Hombres;1999;88.717
34 Palencia;Hombres;1998;88.892
34 Palencia;Hombres;1997;""
34 Palencia;Hombres;1996;89.565
34 Palencia;Mujeres;2021;80.282
34 Palencia;Mujeres;2020;80.864
34 Palencia;Mujeres;2019;81.172
34 Palencia;Mujeres;2018;81.712
34 Palencia;Mujeres;2017;82.447
34 Palencia;Mujeres;2016;83.035
34 Palencia;Mujeres;2015;83.803
34 Palencia;Mujeres;2014;84.612
34 Palencia;Mujeres;2013;85.259
34 Palencia;Mujeres;2012;86.083
34 Palencia;Mujeres;2011;86.550
34 Palencia;Mujeres;2010;86.967
34 Palencia;Mujeres;2009;87.356
34 Palencia;Mujeres;2008;87.602
34 Palencia;Mujeres;2007;87.776
34 Palencia;Mujeres;2006;87.839
34 Palencia;Mujeres;2005;87.903
34 Palencia;Mujeres;2004;88.161
34 Palencia;Mujeres;2003;88.608
34 Palencia;Mujeres;2002;89.132
34 Palencia;Mujeres;2001;89.821
34 Palencia;Mujeres;2000;90.311
34 Palencia;Mujeres;1999;90.748
34 Palencia;Mujeres;1998;90.731
34 Palencia;Mujeres;1997;""
34 Palencia;Mujeres;1996;91.006
35 Palmas, Las;Total;2021;1.128.539
35 Palmas, Las;Total;2020;1.131.065
35 Palmas, Las;Total;2019;1.120.406
35 Palmas, Las;Total;2018;1.109.175
35 Palmas, Las;Total;2017;1.100.480
35 Palmas, Las;Total;2016;1.097.800
35 Palmas, Las;Total;2015;1.098.406
35 Palmas, Las;Total;2014;1.100.027
35 Palmas, Las;Total;2013;1.103.850
35 Palmas, Las;Total;2012;1.100.813
35 Palmas, Las;Total;2011;1.096.980
35 Palmas, Las;Total;2010;1.090.605
35 Palmas, Las;Total;2009;1.083.502
35 Palmas, Las;Total;2008;1.070.032
35 Palmas, Las;Total;2007;1.042.131
35 Palmas, Las;Total;2006;1.024.186
35 Palmas, Las;Total;2005;1.011.928
35 Palmas, Las;Total;2004;987.128
35 Palmas, Las;Total;2003;979.606
35 Palmas, Las;Total;2002;951.037
35 Palmas, Las;Total;2001;924.558
35 Palmas, Las;Total;2000;897.595
35 Palmas, Las;Total;1999;872.669
35 Palmas, Las;Total;1998;849.863
35 Palmas, Las;Total;1997;""
35 Palmas, Las;Total;1996;834.085
35 Palmas, Las;Hombres;2021;561.281
35 Palmas, Las;Hombres;2020;562.694
35 Palmas, Las;Hombres;2019;557.774
35 Palmas, Las;Hombres;2018;552.555
35 Palmas, Las;Hombres;2017;548.716
35 Palmas, Las;Hombres;2016;547.928
35 Palmas, Las;Hombres;2015;548.849
35 Palmas, Las;Hombres;2014;550.166
35 Palmas, Las;Hombres;2013;553.010
35 Palmas, Las;Hombres;2012;552.185
