Provincias;Sexo;Nacionalidad;Año;Total
48 Bizkaia;Mujeres;TOTAL EXTRANJEROS;2001;6.751
48 Bizkaia;Mujeres;TOTAL EXTRANJEROS;2000;4.798
48 Bizkaia;Mujeres;TOTAL EXTRANJEROS;1999;3.806
48 Bizkaia;Mujeres;TOTAL EXTRANJEROS;1998;3.665
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2022;29.635
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2021;28.878
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2020;28.626
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2019;26.470
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2018;24.917
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2017;24.289
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2016;25.675
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2015;26.765
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2014;28.604
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2013;32.522
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2012;34.618
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2011;34.853
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2010;34.566
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2009;34.671
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2008;32.073
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2007;23.680
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2006;20.875
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2005;17.357
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2004;13.331
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2003;10.908
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2002;7.777
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2001;4.386
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;2000;2.257
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;1999;2.006
09 Burgos;Ambos sexos;TOTAL EXTRANJEROS;1998;1.917
09 Burgos;Hombres;TOTAL EXTRANJEROS;2022;14.994
09 Burgos;Hombres;TOTAL EXTRANJEROS;2021;14.500
09 Burgos;Hombres;TOTAL EXTRANJEROS;2020;14.245
09 Burgos;Hombres;TOTAL EXTRANJEROS;2019;13.163
09 Burgos;Hombres;TOTAL EXTRANJEROS;2018;12.502
09 Burgos;Hombres;TOTAL EXTRANJEROS;2017;12.277
09 Burgos;Hombres;TOTAL EXTRANJEROS;2016;13.102
09 Burgos;Hombres;TOTAL EXTRANJEROS;2015;13.758
09 Burgos;Hombres;TOTAL EXTRANJEROS;2014;14.907
09 Burgos;Hombres;TOTAL EXTRANJEROS;2013;17.202
09 Burgos;Hombres;TOTAL EXTRANJEROS;2012;18.729
09 Burgos;Hombres;TOTAL EXTRANJEROS;2011;18.978
09 Burgos;Hombres;TOTAL EXTRANJEROS;2010;19.036
09 Burgos;Hombres;TOTAL EXTRANJEROS;2009;19.415
09 Burgos;Hombres;TOTAL EXTRANJEROS;2008;18.070
09 Burgos;Hombres;TOTAL EXTRANJEROS;2007;12.931
09 Burgos;Hombres;TOTAL EXTRANJEROS;2006;11.320
09 Burgos;Hombres;TOTAL EXTRANJEROS;2005;9.328
09 Burgos;Hombres;TOTAL EXTRANJEROS;2004;6.972
09 Burgos;Hombres;TOTAL EXTRANJEROS;2003;5.603
09 Burgos;Hombres;TOTAL EXTRANJEROS;2002;3.931
09 Burgos;Hombres;TOTAL EXTRANJEROS;2001;2.098
09 Burgos;Hombres;TOTAL EXTRANJEROS;2000;1.056
09 Burgos;Hombres;TOTAL EXTRANJEROS;1999;935
09 Burgos;Hombres;TOTAL EXTRANJEROS;1998;890
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2022;14.641
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2021;14.378
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2020;14.381
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2019;13.307
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2018;12.415
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2017;12.012
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2016;12.573
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2015;13.007
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2014;13.697
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2013;15.320
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2012;15.889
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2011;15.875
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2010;15.530
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2009;15.256
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2008;14.003
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2007;10.749
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2006;9.555
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2005;8.029
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2004;6.359
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2003;5.305
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2002;3.846
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2001;2.288
09 Burgos;Mujeres;TOTAL EXTRANJEROS;2000;1.201
09 Burgos;Mujeres;TOTAL EXTRANJEROS;1999;1.072
09 Burgos;Mujeres;TOTAL EXTRANJEROS;1998;1.026
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2022;13.829
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2021;13.603
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2020;13.637
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2019;13.164
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2018;12.837
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2017;12.852
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2016;13.609
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2015;14.012
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2014;15.027
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2013;16.055
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2012;16.566
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2011;16.306
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2010;15.316
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2009;14.463
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2008;13.746
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2007;12.439
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2006;12.901
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2005;12.875
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2004;11.466
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2003;10.718
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2002;9.689
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2001;7.620
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;2000;5.935
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;1999;5.125
10 Cáceres;Ambos sexos;TOTAL EXTRANJEROS;1998;1.943
10 Cáceres;Hombres;TOTAL EXTRANJEROS;2022;6.852
10 Cáceres;Hombres;TOTAL EXTRANJEROS;2021;6.764
10 Cáceres;Hombres;TOTAL EXTRANJEROS;2020;6.823
10 Cáceres;Hombres;TOTAL EXTRANJEROS;2019;6.655
10 Cáceres;Hombres;TOTAL EXTRANJEROS;2018;6.563
10 Cáceres;Hombres;TOTAL EXTRANJEROS;2017;6.594
10 Cáceres;Hombres;TOTAL EXTRANJEROS;2016;6.978
